YSTZ	YSHZ	SJLTZ	SJLHZ	第四季度营收变化	第四季度利润变化	市盈率	市净率	股价变动	市净率百分位	市盈率百分位	净现比	WEIGHTAVG_ROE	XSMLL	label
4.448982573	-30.9333	-18.72	-8.3856	0.029172697	-0.128428531	31.27532777	1.6924887	0.565810411	0.170185265	0.260663507	2.911205062	5.45	7.659471433	0
9.42501484	102.58	70.01	107.5439	0.060550292	0.786928521	3.85459607	0.958612591	-0.069939103	0.060593397	0	1.186286556	28.18	17.29187848	1
-4.972788082	-7.4408	0.24	-35.1194	0.046607556	-0.286014533	27.73813217	5.350030287	1.398926655	0.122012579	0.174004193	1.209811287	20.95	33.05096829	0
-32.5941134	-54.5808	-49.78	-125.6483	-0.898190236	-1.021960497	33.76018626	0.518523721	-0.089611872	0	0.676859504	-11.63574461	1.78	59.77326088	0
12.88740251	27.1692	1.84	31.6718	0.228621836	0.230284894	18.43181818	1.540383808	0.346962986	0.192010894	0.180208806	1.21337691	8.62	24.87949957	0
-23.63368159	41.4337	-77.6	-572.1361	0.017897621	-3.040903868	46.53846154	1.327846	-0.271585827	0.186172616	0.573881609	3.829792694	2.81	27.43125836	0
6.046430797	46.9137	116.02	13760.6922	0.21266302	-1.14455282	26.4	2.283703894	-0.050871832	0.20223152	0.023245002	-0.660568617	8.63	20.93080277	1
-80.18858776	879.2186	101.21	92.9174	-0.328584416	-1.00824061	168.8311688	4.907209152	-0.069918699	0.484931507	0.726575342	-1.282808047	2.95	15.9622168	1
-6.251316598	57.6297	-7.54	-31.428	-0.12526506	-0.034965244	11.83246073	1.236672605	0.173242361	0.343646865	0.0919967	2.679652724	9.17	26.24247618	1
12.4042661	-7.8608	9.49	-56.1085	0.028574899	0.589702741	37.72727273	3.143161245	0.006699781	0.419528341	0.247827886	0.677583355	8.61	23.77068542	0
40.79148813	12.8022	-19.77	29.0083	0.165215692	2.162684663	46.78302533	1.038907848	-0.038186005	0.035633739	0.216959856	3.451999413	2.18	19.83461308	1
35.15088712	3.0163	39.28	-48.8417	0.39981832	0.021076683	13.44243133	1.756588156	0.23224764	0.237362637	0	1.114748998	13.58	16.03708333	0
42.07443692	26.3784	52.03	-27.4663	0.237537554	-0.274865764	34.86060606	1.835024562	-0.159085708	0	0	2.268713364	5.37	13.61786579	1
